RAmdeg,DEmdeg,BTmag,VTmag,HIP
209.03965911,25.91870507,7.23,6.826,68064
210.29367115,27.38659174,6.456,6.246,68478
209.14242039,27.4920812,6.901,5.167,68103
209.01988509,28.67254874,7.041,6.989,68055
208.29283631,28.64813563,6.149,5.934,67782
205.16281823,28.0651643,7.922,6.357,66725
206.55722319,30.89701236,7.092,6.563,67195
205.0649065,31.012036,7.435,6.313,66690
207.16140078,31.19021023,6.915,5.716,67384
209.04358412,32.03259996,6.764,6.347,68065
207.94781625,34.44424002,6.878,4.94,67665
207.78840355,34.66440271,8.026,6.074,67605
207.76888685,34.77251914,6.782,6.647,67596
197.01004705,24.83114852,7.984,6.917,64089
197.96830985,27.87818125,4.946,4.304,64394
196.97347117,27.55595888,7.966,6.335,64077
196.79470976,27.62474074,6.727,4.952,64022
196.54270623,29.02922709,6.613,6.521,63933
200.56283501,30.29193351,8.592,6.951,65245
194.64093526,28.31956989,7.212,6.962,63320
195.068629,30.78501699,6.334,5.018,63462
193.93667566,32.0006417,8.271,6.977,63104
198.43590653,32.53043339,7.664,6.775,64543
195.10687424,31.77920616,7.828,6.747,63479
197.69165194,34.3006475,7.456,6.942,64302
203.34410505,33.65765935,8.219,6.812,66128
203.21243915,34.90713049,7.058,6.807,66089
205.68095955,34.98901981,7.052,6.074,66907
,,5.215,4.98,66458
204.36575202,36.29473918,7.361,6.952,66458
199.61553821,34.0983062,7.583,5.949,64927
199.76771706,35.12797734,6.324,6.038,64979
200.97470592,37.03392488,8.27,6.311,65376
198.78581611,35.44579791,7.027,6.835,64648
198.39976515,36.88758016,8.634,6.707,64530
200.29537216,37.8571001,7.589,6.99,65159
203.69920192,37.18241443,5.413,4.978,66257
203.59111228,38.78926353,6.639,6.396,66223
202.10934134,40.72964679,7.664,6.594,65723
214.14139538,32.20843335,7.914,6.828,69753
212.81300504,32.29588681,7.769,6.272,69316
217.06849895,36.19702674,7.732,6.336,70762
214.49924148,35.50950229,6.143,4.913,69879
216.37146822,38.39305085,7.881,6.419,70517
214.94891122,38.79404758,6.384,6.317,70029
214.73203892,38.7674251,8.233,6.985,69955
214.10115156,39.74471197,6.808,6.42,69735
213.59811599,41.51875453,7.592,6.346,69569
218.6604135,36.62606131,7.839,6.162,71277
218.33445496,36.9590199,7.001,6.441,71168
,,3.266,3.043,71075
220.93514206,40.45925564,7.562,5.876,72012
215.92454215,40.8444387,7.416,6.799,70356
216.86452399,41.02491325,7.059,6.68,70685
217.40336782,41.79591185,7.242,6.439,70873
219.23259741,42.83116309,7.187,6.659,71466
219.55245469,43.64213008,7.667,5.896,71568
218.43591705,43.00780804,7.147,6.822,71206
217.83516031,43.38233923,6.839,6.739,71008
221.11756102,45.18597914,7.068,6.761,72066
219.70927435,44.40450064,5.423,5.39,71618
217.31255819,44.26214122,7.826,6.638,70844
218.52092503,46.78649095,6.577,6.514,71235
207.43718049,36.63282045,6.724,6.463,67483
210.09764155,39.02993845,8.313,6.774,68418
206.57942139,38.50362404,7.112,6.024,67210
206.74906085,38.54269659,6.841,5.618,67250
208.28515288,40.33797612,8.583,6.672,67778
210.45571995,40.42004221,8.35,6.939,68536
212.90453402,42.34072397,8.13,6.977,69350
208.33661846,42.18481416,6.919,6.873,67800
206.55644487,41.08874261,6.134,5.904,67194
207.02129155,42.04746688,7.985,6.705,67338
205.62002906,41.67428221,7.402,6.388,66892
202.81569295,42.10615522,7.463,6.187,65951
203.80874622,44.1970465,7.081,6.853,66294
205.85771346,45.52027285,8.203,6.819,66958
214.00995686,45.56627245,7.834,6.62,69704
214.09591297,46.08830597,4.274,4.181,69732
211.98231278,43.85445186,7.138,5.394,69038
210.55079097,45.75346157,8.052,6.426,68567
214.45500552,48.0019976,6.858,6.369,69862
211.98528647,48.21079387,7.222,6.835,69040
212.07209399,49.4581709,7.431,5.452,69068
214.33809761,51.30737784,6.263,6.202,69818
214.04137107,51.36723206,5.002,4.763,69713
213.37086263,51.78996582,4.754,4.535,69483
210.74899301,50.97181071,6.18,6.151,68637
209.73089494,53.10645621,7.03,6.906,68304
190.5738931,33.68858296,8.011,6.76,61995
193.55452314,33.53447857,6.488,6.259,62972
,,5.119,5.185,63901
,,2.788,2.845,63125
188.41216825,33.2475848,6.692,5.521,61309
188.44756161,33.38467187,7.569,6.354,61320
189.82025436,35.95195784,6.494,6.397,61748
188.37423148,38.0690405,7.87,6.64,61283
192.5447461,37.51693959,6.066,5.893,62641
191.24751694,39.27891614,6.618,6.018,62207
197.41102131,37.42314107,7.531,6.145,64212
198.26507557,38.27713732,7.378,6.887,64484
197.51340039,38.49898421,6.271,5.947,64246
197.42513487,38.53387729,6.122,6.257,64217
200.07896174,40.15054852,7.169,5.73,65072
198.42892214,40.15288514,6.278,5.048,64540
198.88317337,40.85521628,6.008,5.802,64692
199.38558526,40.57260979,5.074,4.737,64844
198.20634956,42.6266676,7.996,6.898,64470
194.73632858,39.84427632,8.07,6.952,63356
194.16174085,43.55201985,7.117,6.983,63179
196.46778026,45.26855167,7.127,5.766,63916
194.28248003,46.17678903,7.412,6.219,63211
193.73550375,47.19672045,7.73,6.022,63024
185.05625488,37.90213587,8.032,6.834,60161
186.46223826,39.01861677,6.206,5.117,60646
187.76825971,39.58204824,8.134,6.896,61078
188.43560242,41.35747839,4.955,4.309,61317
189.69282445,40.8746631,6.594,6.378,61692
186.88808439,41.3550588,7.171,6.586,60791
185.94587832,42.54274703,6.451,6.066,60467
182.69713467,39.89151183,7.188,6.867,59366
184.03145613,40.6601801,7.773,5.858,59831
180.5283411,43.04564026,5.534,5.241,58684
180.62048409,43.08408362,7.714,6.719,58708
191.11291377,44.10300264,6.884,6.389,62172
191.28262061,45.44025077,9.664,5.664,62223
192.17418288,48.46683875,6.473,6.269,62516
185.48436925,47.18220445,7.766,6.45,60305
184.95296009,48.98414896,7.408,5.471,60122
186.00623486,51.56225799,5.864,4.859,60485
201.56917596,46.02805414,7.132,5.983,65550
200.21253127,43.99018444,7.003,6.556,65135
200.51634216,43.90337128,6.641,6.364,65230
200.77287783,47.00199369,8.727,6.898,65309
203.61358531,49.01597692,4.84,4.685,66234
199.56045975,49.68205999,5.068,5.13,64906
204.16623865,49.48664613,8.006,6.605,66385
205.096805,50.51941736,6.958,6.39,66704
204.42885088,50.71484795,8.89,6.926,66475
204.81212395,51.80421143,8.271,6.635,66613
205.97824498,52.06441278,6.034,6.019,67005
205.18065351,52.77184587,8.213,6.998,66735
202.04913025,50.58729474,7.274,6.986,65698
202.19097703,50.71857491,6.881,6.464,65754
204.30298791,52.59305693,8.712,6.91,66440
204.87687428,52.92120313,5.602,5.472,66634
201.99845632,52.74558717,6.641,6.376,65678
208.33415174,52.3229936,8.736,6.998,67799
207.74878895,53.29052589,7.413,6.933,67590
208.46255833,53.72867699,5.651,5.689,67848
209.42847352,53.91006531,7.266,6.961,68196
206.64858127,54.43268734,5.623,5.668,67231
205.18446983,54.68163243,6.782,4.828,66738
,,5.568,5.585,66198
206.30505447,55.87934731,7.027,6.518,67103
201.3064015,54.98795585,4.203,4.007,65477
198.4042067,56.70826703,7.557,6.883,64532
192.40848313,48.7400256,7.978,6.623,62600
191.95118603,50.15695477,7.272,6.863,62437
187.51179139,51.53562951,6.832,6.27,60988
187.70890004,53.07660745,6.878,6.268,61053
192.05566968,52.45316451,8.085,6.982,62476
194.07324955,54.09947889,6.246,6.04,63143
189.48531433,54.85312304,8.074,6.991,61631
184.37333825,53.19133064,7.539,5.948,59920
183.68087485,53.43462566,7.531,6.289,59708
186.89625876,55.71272234,7.733,5.868,60795
186.26336124,56.77783221,7.918,6.017,60584
185.21200578,57.8641199,7.43,5.694,60212
182.93710935,57.0544079,8.326,6.506,59458
,,3.41,3.298,59774
193.91265554,54.96123775,6.811,6.794,63096
,,5.393,5.023,63503
195.66842555,59.7163105,6.572,6.513,63647
192.16443631,60.31989265,6.389,5.885,62512
190.76719724,61.15541959,8.042,6.523,62046
191.82895786,62.78115773,6.128,5.905,62402
190.39129541,62.71303731,6.066,6.017,61936
187.48887565,58.40574408,5.601,5.374,60978
187.51775202,58.76777421,7.322,6.175,60992
185.51822064,61.59139609,8.172,6.86,60316
181.41542694,62.93312634,7.72,6.272,58989
186.27651374,63.80277908,7.461,6.41,60589
225.77730458,44.6444857,7.118,6.646,73637
225.16132363,47.27743958,6.228,6.335,73454
225.94708662,47.65404245,5.846,5.203,73695
225.9478505,47.65442558,7.015,6.095,73695
226.35764332,48.15097126,5.571,5.575,73841
227.08140982,50.05495911,7.672,6.444,74083
222.32779101,46.11620792,6.312,5.811,72487
223.0135081,46.47662268,8.377,6.896,72718
222.4223593,48.72099922,7.173,6.674,72524
222.4223593,48.72099922,6.849,6.306,72524
224.09600169,49.62844663,6.248,5.689,73100
222.38492072,51.37449367,6.947,6.526,72508
224.89407666,53.86019858,7.199,6.858,73366
234.01740714,52.06981288,7.073,6.733,76384
228.96127233,50.93845768,7.528,6.562,74690
230.02146121,51.95851605,5.788,5.656,75043
235.7115011,52.36090175,5.419,5.473,76957
239.44767341,54.74976585,5.28,4.987,78180
233.81748899,53.92214832,7.506,6.098,76311
233.98766987,54.63054517,5.816,5.769,76376
234.38336789,54.50872972,7.269,5.969,76509
236.90801722,55.37663993,6.177,5.909,77370
236.64483366,55.47478977,7.791,6.083,77272
238.06898891,55.82671156,7.047,5.909,77738
231.6341314,54.02029749,6.521,6.443,75587
231.14694407,54.21280084,8.186,6.891,75425
226.56965356,54.55631929,6.454,5.355,73909
232.23675783,55.19493825,6.543,6.439,75788
234.78965495,57.92442621,7.873,6.565,76651
232.21636938,57.44518069,7.475,6.962,75783
218.66509146,49.36835381,7.81,5.916,71280
217.15755722,49.84485145,6.655,5.681,70791
216.29914965,51.85074211,4.63,4.1,70497
219.5634228,54.0233387,5.818,5.816,71573
221.59761066,56.61640269,8.074,6.722,72238
214.62977862,52.03332261,7.095,6.934,69917
213.8208151,52.53592748,6.671,6.572,69650
214.73296051,54.86376279,6.67,6.492,69958
214.44959438,55.42536204,6.912,6.876,69859
218.12890614,55.39801097,7.732,5.9,71111
218.56639147,57.06526126,7.081,6.525,71251
213.99956777,56.68913252,7.38,6.727,69699
225.84013681,56.03508547,8.322,6.983,73654
229.68966177,58.50348555,8.456,6.992,74935
231.23239349,58.96606176,4.805,3.421,75458
231.96426515,60.670215,7.809,6.078,75696
232.16359566,61.72665417,7.045,6.908,75764
225.86138205,60.02558204,8.481,6.842,73661
225.3628801,60.20445225,6.042,5.924,73507
230.6552461,62.04707872,5.939,5.979,75256
229.96866371,62.47426066,8.22,6.747,75030
229.32377938,62.77103026,8.016,6.926,74808
222.86015038,59.29398474,7.282,5.636,72664
217.92838382,60.22563712,6.541,6.295,71040
221.01480167,61.09827565,7.356,6.92,72029
220.51354359,61.26190731,6.723,6.33,71876
226.95899591,63.11710418,7.325,6.892,74037
224.39585498,65.93246407,6.592,4.865,73199
242.3582241,55.82897663,7.792,6.548,79164
242.26204656,57.93786701,6.368,6.334,79125
240.47227953,58.5652533,4.633,4.055,78527
240.92301111,59.0896206,8.081,6.921,78676
242.48478792,59.87176613,6.833,6.769,79204
244.31394534,59.75502225,7.441,5.612,79804
,,3.85,2.801,80331
245.94643177,61.69651174,7.265,6.153,80309
248.10700637,60.82332424,5.959,5.923,80991
249.22913578,63.07282767,8.21,6.336,81358
238.95675832,58.91177193,6.259,6.299,78017
236.88303881,59.56862145,8.374,6.67,77362
240.7889479,59.41073963,8.257,6.366,78632
242.34804955,63.40764384,7.004,6.873,79161
254.09130237,62.36989763,7.057,6.912,82891
258.13575547,62.87433245,5.785,5.566,84183
251.81605932,63.53151067,8.863,6.978,82166
255.56561402,64.60073451,7.326,6.202,83359
,,3.016,3.132,83895
265.34728802,67.15200396,8.581,6.815,86564
267.3670149,68.68902859,7.216,6.931,87237
250.2296655,64.58904572,6.393,4.977,81660
254.00704229,65.13480035,5.45,4.937,82860
253.94267366,67.47847854,6.743,6.774,82841
261.2504187,67.30670128,7.377,6.51,85235
262.99112096,68.1350229,6.428,5.192,85805
264.2378931,68.75796949,5.279,4.821,86201
268.79983217,69.61556325,8.026,6.967,87730
264.16650202,69.57074664,7.054,6.404,86184
268.79646358,72.00512635,5.803,5.453,87728
236.6666899,62.59955885,5.257,5.2,77277
232.33789108,62.09953147,8.108,6.471,75822
231.91997304,62.2756828,6.701,6.546,75678
230.66006159,63.34144035,7.442,5.863,75260
232.7323484,64.20869894,6.979,5.847,75974
238.37084459,65.2882542,7.906,6.829,77824
243.10565535,67.14417851,7.479,6.322,79414
241.58198798,67.81013528,5.402,5.435,78893
244.54070749,68.55454922,8.119,6.516,79867
227.08079688,65.78868814,8.718,6.917,74082
225.99069696,65.91971398,6.271,6.215,73706
228.65974157,67.34672278,5.796,5.21,74605
227.68512435,67.78103715,6.351,6.196,74272
238.40232599,68.72011634,7.378,6.814,77838
241.20398903,70.26171062,7.011,6.87,78761
234.41303177,69.28333961,7.437,5.787,76519
247.0880696,67.04400062,8.512,6.704,80682
254.76073426,69.18624798,7.279,6.491,83114
,,4.898,4.942,80650
245.45296277,69.10939609,6.69,5.388,80161
253.61877181,70.4640038,7.106,6.997,82718
265.48480656,72.148847,5.057,4.6,86614
265.49206731,72.15690621,6.141,5.586,86620
264.28702022,72.45579034,7.159,5.982,86219
259.05495807,71.79234871,8.188,6.924,84477
267.85360494,74.56908452,7.073,6.771,87385
254.06971162,73.12786658,6.582,6.31,82880
243.63935528,73.3948898,6.089,6.023,79601
247.8676215,72.61235116,8.054,6.458,80920
250.4882585,73.88739066,7.074,6.852,81757
263.17170723,74.22733833,7.984,6.745,85852
268.61132843,75.17130196,7.641,6.485,87670
255.41713978,75.29749419,6.514,6.204,83317
253.23015112,75.39281331,7.199,6.848,82580
267.36263476,76.9628803,5.614,5.075,87234
205.08909869,57.20760567,6.414,6.288,66700
207.61560108,58.53945924,6.558,6.456,67548
212.75566133,58.54899274,7.976,6.845,69295
212.19185654,59.33764997,7.774,6.585,69107
209.38357756,61.49286238,7.832,6.611,68184
202.11286402,59.94578626,5.46,5.458,65728
207.43961587,61.48930662,7.179,6.071,67485
201.49940411,63.26127214,7.432,6.574,65530
205.37455175,64.82241101,5.936,5.848,66798
205.5268825,65.27308345,6.757,6.622,66857
201.7691969,64.73552948,7.053,6.653,65603
217.69195862,63.18578718,6.593,6.143,70952
,,3.598,3.628,68756
218.39811615,65.39542659,7.199,6.658,71192
207.85808367,64.72327274,6.659,4.783,67627
204.26171582,67.03632068,7.97,6.807,66422
207.7463291,68.31530477,7.923,6.533,67589
214.97859279,67.78249328,6.955,6.951,70041
212.53680066,68.86338283,8.167,6.676,69207
213.01671094,69.43254398,7.273,5.366,69373
210.46103653,68.67868103,8.193,6.494,68537
197.45906726,62.22912726,6.5,6.509,64231
196.59535665,62.04186959,7.426,6.265,63952
195.44552472,63.61022653,6.502,6.057,63584
194.57853501,64.9255329,7.928,6.569,63297
193.86894577,65.43847425,5.577,5.262,63076
198.36679451,67.28795601,7.994,6.639,64522
194.10797342,65.99439004,11.247,6.891,63152
194.97945679,66.59727576,7.043,5.514,63432
191.89309744,66.79030351,7.512,5.614,62423
194.24173896,67.24286779,8.397,6.706,63203
187.74243217,65.89785405,7.167,6.963,61068
183.52345108,66.10930174,8.465,6.883,59658
187.52776177,69.20112924,7.084,5.203,60998
,,3.718,3.849,61281
188.68337656,70.02177076,6.65,5.095,61384
189.21888863,70.18473025,8.416,6.693,61564
180.21954334,70.23785273,6.868,6.75,58591
183.78537468,70.20000848,7.252,5.852,59746
199.11930822,68.40799784,6.122,6.18,64774
204.29578015,71.2422535,7.066,5.632,66435
201.53361345,72.39147465,7.967,6.004,65536
198.38323894,72.79909676,6.68,6.573,64527
196.20718725,73.02497984,6.807,6.6,63822
186.60079297,71.92982869,7.642,6.441,60699
183.92286662,72.55119841,7.753,6.42,59796
182.44612997,74.66136701,6.94,6.4,59291
194.69720246,75.47249447,7.31,6.105,63340
184.70826575,75.16055352,5.52,5.466,60044
181.31298712,76.90573431,7.105,5.9,58952
182.95143537,77.44078935,6.797,6.755,59463
183.04976587,77.61624402,5.534,5.178,59504
182.45325679,77.39043045,8.205,6.983,59294
228.71520379,68.9457361,6.549,6.515,74625
225.11230777,71.76545701,7.399,6.725,73440
229.2745561,71.82389796,6.804,5.173,74793
,,3.09,3.011,75097
,,3.998,2.215,72607
224.20147283,74.90092124,8.1,6.945,73136
229.34423715,74.04514339,7.993,6.796,74818
241.00120939,73.14837351,7.426,6.901,78703
243.1337387,75.21068183,8.038,6.491,79420
238.75459364,75.57429321,7.9,6.969,77942
244.37620882,75.75532538,5.378,4.991,79822
242.70634963,75.87756111,5.348,5.457,79280
240.88061892,76.79394216,5.787,5.728,78661
247.66168051,77.44651554,7.601,6.458,80850
267.54211384,78.30653858,8.156,6.415,87293
250.77621646,77.51397719,6.491,6.064,81854
254.04221341,77.65274352,6.704,6.709,82871
248.83899946,77.75518153,7.644,6.949,81219
232.85385883,77.34936187,7.034,5.169,76008
,,4.332,4.279,77055
234.91099984,79.98325862,7.397,6.991,76695
249.46972279,78.91866737,7.812,6.447,81428
246.42994927,78.96385053,5.839,5.585,80480
251.90918367,79.5037033,8.469,6.947,82204
254.10060149,80.85957192,7.893,6.741,82894
259.90462341,80.13639983,7.701,5.886,84769
251.49270461,82.03725358,5.335,4.312,82080
211.73483928,74.59378371,6.623,6.443,68956
205.17007773,76.84378752,6.936,6.707,66728
203.67814899,76.54671316,8.558,6.658,66251
216.88142333,75.69599492,6.109,4.401,70692
212.21219993,77.54751495,6.598,4.963,69112
223.26518142,78.17663881,7.995,6.789,72819
218.40955581,79.66042178,7.986,6.42,71196
205.66332997,78.06444376,7.19,6.012,66903
207.50578885,78.99568515,8.069,6.722,67512
180.07747902,80.85318571,8.288,6.381,58545
201.73665944,78.64387511,6.681,5.827,65595
198.10595942,80.47128786,7.604,6.44,64437
207.75240184,80.76791956,8.096,6.781,67592
191.10838763,80.62101884,6.522,6.348,62170
182.74994478,81.70982964,8.099,6.153,59384
232.29666362,80.44860457,7.367,6.643,75809
234.2021344,80.6144933,8.127,6.985,76450
236.15219995,80.93217116,8.802,6.994,77102
232.46239676,82.26360192,7.39,6.979,75870
217.34293509,80.80986036,7.834,6.974,70857
222.58508541,82.51194279,6.455,5.708,72573
231.79371321,84.82523923,8.155,6.982,75634
263.05411524,86.58646256,4.38,4.34,85822
205.59622712,82.75240857,7.186,6.024,66878
192.30693758,83.41290442,5.317,5.288,62572
192.27786522,83.4178331,5.739,5.738,62561
181.11713796,85.5871337,6.924,6.329,58874
184.21386518,86.43581971,6.824,6.378,59879
234.74748112,85.28593622,7.128,6.908,76632
262.69824447,86.96805177,6.033,5.785,85699
183.83453079,87.70011723,6.656,6.3,59767
259.23531367,89.0377084,8.366,6.52,84535
315.76269844,1.53200001,7.255,6.76,103892
316.18906671,2.2697703,7.55,6.455,104048
316.17349755,2.94227915,7.76,6.53,104041
314.1977131,1.7151827,8.161,6.984,103391
313.78521156,1.81321016,7.126,6.728,103262
315.6789566,3.35025223,8.004,6.74,103863
314.45362492,4.19549246,8.621,6.969,103472
314.76857872,4.29350516,6.482,5.963,103569
314.76857872,4.29350516,6.77,6.313,103569
317.49282964,2.94365313,6.87,6.475,104481
316.66601386,3.80312127,7.603,6.586,104202
318.95595026,5.24786527,4.552,3.993,104987
317.00280104,5.15161585,6.891,6.758,104324
316.14438047,5.50286116,7.84,5.797,104031
311.94949106,3.30646743,6.363,6.37,102631
312.10234214,3.64904142,6.644,6.744,102680
,,7.626,6.453,103301
310.91716043,5.39020525,6.817,6.701,102299
312.49623668,5.54456269,7.446,6.298,102833
311.9513796,6.00819368,5.621,5.639,102633
316.36139907,5.95817479,6.571,6.012,104101
317.11724722,6.98935831,8.356,6.364,104357
315.01658036,7.51621959,6.32,6.029,103652
320.72338597,6.81114101,5.23,5.156,105570
322.39373439,6.58138242,7.949,6.544,106103
322.10349404,8.19564789,8.573,6.597,106021
320.27010605,7.35450603,8.009,6.005,105413
325.00783414,9.18475629,7.115,6.985,106981
318.62005755,10.0069808,5.087,4.544,104858
317.63048331,10.04891734,6.103,6.061,104538
317.58542098,10.13157595,5.014,4.703,104521
321.1023541,10.17425315,6.885,6.372,105695
320.3399305,10.3322861,7.328,6.771,105431
319.71677565,11.203377,8.122,6.153,105224
322.7901193,12.13747535,6.041,6.086,106243
320.89745178,14.05017721,6.651,6.735,105623
311.48751359,7.37911878,7.048,6.977,102474
308.87351584,6.9470813,6.444,6.51,101607
308.63254755,6.87809334,6.801,6.949,101526
309.99934877,8.44701256,8.228,6.961,101979
312.45108631,7.8641821,6.337,6.319,102819
312.98319043,8.77271058,8.822,6.986,102986
314.02245541,9.2603723,8.758,6.907,103333
307.03141704,8.43744809,7.582,6.347,100953
306.15957871,8.59748613,6.776,6.768,100666
308.47376671,10.05973816,6.655,6.549,101473
307.48038527,10.30207514,8.127,6.881,101125
306.43381915,10.05600073,8.382,6.496,100762
307.57482832,10.89593183,6.154,6.195,101160
305.86260216,10.36315382,8.034,6.817,100559
309.78243022,10.08620498,5.918,5.149,101916
309.96617068,11.24966013,7.035,6.448,101966
309.45466091,11.37767251,5.484,5.424,101800
,,3.871,4.002,101421
309.68327557,13.31512704,7.684,5.853,101882
308.48766729,13.02727179,5.479,5.39,101483
314.6080565,10.83928434,6.668,5.609,103527
313.91072093,12.56855351,5.687,5.553,103298
316.98919686,14.67368056,6.846,6.988,104320
315.7574745,14.73003037,8.524,6.534,103891
316.45224285,15.32722001,7.2,6.696,104128
318.36995437,15.98238561,6.551,6.283,104771
316.89017309,15.65865847,7.558,6.383,104281
312.40736875,12.54512694,6.503,6.042,102805
313.90287358,13.72153343,6.606,5.306,103294
310.4068985,13.80880431,7.005,6.826,102114
310.31753819,14.58288002,7.616,6.139,102080
310.86472592,15.07457822,4.762,4.453,102281
311.66458324,16.12429081,5.534,4.356,102532
311.66195431,16.12412538,5.646,5.028,102531
314.96187513,16.82434273,7.053,6.66,103635
315.11536602,19.32958163,7.769,5.89,103675
,,4.391,2.533,107315
325.63732266,10.824318,5.897,6.031,107173
327.9662861,11.09125616,6.962,6.679,107919
326.69268233,13.71961531,6.898,6.698,107531
328.59180622,12.75106208,6.598,6.611,108127
330.27229048,13.11982155,6.012,5.641,108693
331.26442626,14.81591226,8.438,6.6,109009
329.61389274,14.02218752,8.348,6.681,108471
324.02098808,15.08199644,7.688,6.618,106643
326.13054348,14.7719391,6.658,6.017,107350
327.33996776,15.76116316,7.988,6.94,107726
326.76983282,17.19403811,6.573,6.215,107558
,,5.789,5.382,107788
326.12789848,17.35001622,5.798,4.454,107348
332.96388165,16.04055368,7.148,6.037,109577
333.57667599,17.18933963,8.224,6.649,109788
330.66042562,15.9864893,6.649,6.684,108814
331.87486131,18.00071422,8.411,6.516,109212
333.29173736,18.27981288,8.308,6.649,109691
332.57925505,19.61633644,7.029,6.258,109439
334.69602737,19.96214104,8.478,6.972,110159
335.91485302,20.84822869,6.803,6.276,110548
331.86913963,19.47552254,6.105,5.772,109209
329.74871634,19.02030659,7.801,6.607,108513
327.9173318,19.30692994,7.407,6.925,107896
328.40574502,19.66842272,5.702,5.678,108060
328.57257691,19.71812682,7.532,6.446,108119
327.89270681,19.82668373,5.637,5.751,107887
327.36195123,20.46244616,6.139,6.25,107734
328.8374688,20.84900798,8.022,6.788,108212
329.14987969,21.16123301,8.205,6.975,108316
329.09993616,21.23985917,8.617,6.586,108296
332.62576165,20.97798469,6.562,6.451,109458
331.95960378,21.70292659,5.676,5.772,109240
333.70238993,22.52342139,7.797,6.731,109843
332.07824149,24.15677641,7.637,6.654,109281
321.44324323,15.61771778,8.855,6.97,105810
321.77755596,16.12415434,7.328,6.783,105918
322.24965419,17.90591222,8.247,6.564,106064
318.69235218,16.47919526,7.29,6.972,104884
321.53093186,18.06509825,6.802,6.82,105833
319.79668953,17.82221656,7.116,6.729,105254
323.69130102,18.32893375,8.116,6.614,106550
324.4392916,19.31861057,5.816,5.486,106787
324.75495627,20.26545082,6.128,5.8,106897
321.6110948,19.37564083,6.347,6.093,105860
320.5216682,19.80450879,5.493,4.2,105502
322.24907692,22.17943116,7.695,6.081,106062
320.05864081,22.02618344,6.145,6.264,105344
320.99511342,24.27413833,6.075,5.728,105652
320.268308,23.8559678,6.945,5.699,105411
328.0757632,21.27316432,8.437,6.564,107956
325.34526365,21.94400709,7.133,6.993,107084
325.99211298,22.8152975,8.1,6.567,107297
326.51818443,22.94888042,7.037,5.422,107472
328.26570276,25.92513943,4.879,5.055,108022
323.64155732,22.75452117,7.046,6.509,106527
323.11255722,23.39458073,6.596,6.669,106355
322.48706197,23.63883727,6.598,4.7,106140
322.95896081,23.8451726,7.794,6.539,106306
323.86262144,24.45217643,6.408,6.253,106605
324.68817176,25.49882366,7.503,6.311,106872
321.09639504,24.52838889,7.691,6.457,105689
322.17614302,25.92134694,8.251,6.701,106036
326.5997851,25.56350316,7.872,6.41,107502
326.48526216,25.58342045,6.461,6.55,107462
326.16136464,25.645031,4.632,4.185,107354
326.03572417,28.74264837,5.223,4.745,107310
326.03572417,28.74264837,6.785,6.179,107310
326.07993096,28.78160134,7.329,6.94,107326
305.04141974,11.4693774,8.456,6.781,100262
305.68713718,12.4433531,8.338,6.875,100498
303.26307148,11.85084854,8.065,6.646,99623
304.87206991,13.21676169,8.346,6.395,100208
307.28650331,12.6810484,6.956,6.935,101055
306.5066503,13.9116103,8.274,6.519,100781
308.82723526,14.67421103,4.768,4.66,101589
305.00079921,13.54808288,6.315,5.977,100256
305.71820686,14.5511032,6.731,6.208,100511
304.83819946,14.37072483,7.242,6.876,100192
305.08551898,14.56925756,7.328,6.272,100274
305.31451169,15.10429056,6.628,6.589,100365
305.0640608,15.54289113,7.434,6.829,100269
307.77547781,15.80763082,7.001,6.861,101223
305.97706749,16.04689083,6.754,6.771,100598
300.67202137,12.35873728,8.709,6.902,98690
300.58278773,13.90938752,8.278,6.792,98657
300.69182243,14.58269448,8.117,6.853,98695
300.9567286,14.98298406,7.944,6.945,98788
301.36060543,15.50042713,8.557,6.596,98954
300.87506966,16.03125452,5.526,5.641,98754
303.56924523,15.19760993,5.028,4.954,99742
303.94053141,15.31713634,7.161,6.882,99873
304.64612943,17.36216611,8.604,6.996,100116
305.08919,17.79292711,7.825,5.991,100276
302.02709276,16.66438955,8.66,6.611,99176
309.38723308,14.59511021,4.152,3.677,101769
310.14712135,15.64325062,7.302,6.818,102029
309.77070397,15.8381991,5.779,5.95,101909
,,3.703,3.753,101958
310.49235017,17.52149184,7.421,6.342,102158
310.22513615,17.57103569,6.717,6.783,102052
308.18227718,16.76722539,6.871,6.945,101371
309.06622545,16.81472892,8.419,6.738,101645
309.47803457,18.26858152,7.697,6.362,101810
313.12462848,18.02733295,7.813,6.662,103036
312.65442107,18.0512981,6.675,6.622,102878
310.18808113,19.93552928,7.194,6.501,102040
306.59647685,17.31555904,7.5,6.334,100807
307.0776509,18.76949103,7.705,6.968,100970
307.5601672,19.42103412,6.706,6.8,101154
307.51987113,19.66758911,6.676,6.836,101139
307.33808981,20.08770077,6.846,6.591,101070
306.5048653,19.86549528,7.75,6.558,100779
307.08689219,20.11287707,6.896,6.876,100971
306.8091174,20.47648425,7.761,6.544,100876
307.74231025,20.60614462,6.375,6.221,101213
306.41886705,21.40964232,6.84,5.775,100754
308.54159156,20.98518252,6.305,6.449,101505
309.63056858,21.20118746,4.774,4.798,101867
309.79437004,21.81744303,6.017,6.067,101919
307.88346833,21.89507689,7.169,6.885,101263
308.03771455,22.82433935,7.587,6.604,101318
309.64579661,23.68049063,7.137,6.035,101870
309.63297618,24.11595778,4.884,5.028,101868
299.55953703,16.49374225,6.822,6.847,98291
