RAmdeg,DEmdeg,BTmag,VTmag,HIP
60.74794984,9.20849037,7.458,6.956,18893
60.44225114,9.99802401,5.688,5.69,18805
59.9187383,10.33039456,6.836,6.393,18658
57.44372523,9.40749555,6.722,6.757,17907
57.12819805,9.64594806,8.284,6.824,17792
61.42326081,10.03712045,8.025,6.843,19103
63.57621807,12.34810239,7.551,6.821,19767
63.4576558,12.75369951,7.737,6.363,19736
60.17006453,12.49034684,3.265,3.388,18724
62.2565424,13.39827104,5.987,5.933,19376
67.50954206,10.26221355,7.809,6.585,20985
67.42856542,10.52186263,6.866,6.782,20963
66.86987125,11.2123058,5.915,5.874,20804
69.08173076,11.41251108,7.049,6.763,21446
70.01423784,12.19760374,5.29,5.425,21735
69.539426,12.51083729,4.425,4.277,21589
65.82016148,11.3779254,7.119,6.953,20472
66.06034367,12.15798305,8.253,6.556,20558
68.44434145,13.25188284,7.128,6.662,21267
67.20901646,13.04760369,5.276,5.034,20901
67.65568259,13.72440177,5.713,5.42,21036
70.74711025,14.81456673,7.822,6.784,21942
68.46215695,14.84442457,4.933,4.67,21273
69.78841102,15.79986376,5.238,5.093,21673
69.16968255,15.86933254,7.169,6.676,21474
69.81876109,15.91797839,4.868,4.686,21683
69.53929628,16.03332749,6.144,5.81,21588
65.21967073,13.86442324,6.689,6.207,20284
64.99043658,14.03520383,5.906,5.607,20219
67.0975004,14.7409784,6.277,5.933,20873
66.65155384,14.71378525,5.917,4.794,20732
65.51465927,14.07719761,6.087,5.747,20400
65.39498052,14.40979184,7.08,6.633,20357
65.15129201,15.09544997,5.523,5.276,20261
64.9483497,15.6276446,4.885,3.75,20205
63.94284882,15.40069524,6.779,6.346,19877
64.97857073,16.52260999,7.548,6.934,20215
64.20287645,16.21438986,7.981,6.702,19960
67.7799641,15.10503742,8.541,6.513,21082
67.53583523,15.63784685,6.023,5.703,20995
67.66204197,15.69187376,5.762,5.482,21039
67.9656568,15.85156313,6.397,6.035,21137
67.16558706,15.87088179,3.623,3.407,20894
67.14374055,15.96215799,5.039,3.936,20885
66.58641399,15.61828259,4.78,4.504,20713
66.40548893,15.94102023,7.023,6.49,20661
67.69499623,16.14868872,7.012,6.536,21053
67.64013379,16.19401556,4.982,4.785,21029
67.24905171,16.15908664,7.235,6.641,20916
67.10986989,16.35967857,6.426,5.095,20877
68.40869008,16.32334294,6.809,6.607,21257
65.85443053,16.77726132,5.996,5.658,20484
66.09280282,17.0789543,7.482,6.997,20567
66.0240013,17.44413435,4.997,4.81,20542
65.73371968,17.54251527,4.992,3.86,20455
66.37244991,17.92790534,4.318,4.262,20648
67.37645796,17.86316341,7.431,6.952,20948
68.38768575,18.01671879,7.066,6.97,21251
66.77024784,18.20754405,6.968,6.924,20780
89.70655414,0.55297829,5.226,5.202,28296
89.47704934,1.22431305,8.185,6.381,28232
90.57127738,1.69405243,6.522,6.555,28609
89.55634814,1.85639136,7.213,6.941,28255
89.6018474,1.83711208,6.168,5.915,28271
92.24127155,2.4997014,5.757,5.68,29151
92.24867944,2.49635861,6.734,6.678,29154
88.11016412,1.85513956,6.554,4.909,27750
87.62510893,2.0247006,7.042,6.071,27588
88.56565938,3.22564432,7.996,6.45,27902
92.45475962,2.86947364,7.876,6.68,29236
92.59911242,2.90187064,6.744,6.824,29282
93.8760171,3.95819814,6.845,6.987,29713
93.94589125,4.2836382,6.414,6.588,29739
94.31722478,5.10009523,6.425,5.769,29860
91.24316135,4.15867168,6.928,5.735,28814
91.24243352,5.41997435,6.985,5.774,28812
93.9174061,6.06616641,5.902,6.03,29728
93.2482226,6.01625838,8.585,6.655,29509
93.00236042,6.78307644,7.644,6.935,29432
87.55443801,4.42340661,7.737,6.095,27560
88.73106679,5.86078131,6.853,6.899,27962
86.25750007,4.00814564,6.481,6.129,27118
85.84965452,5.35863288,6.667,6.718,26971
87.00086899,6.45401463,6.314,5.986,27386
87.00086899,6.45401463,6.218,6.032,27386
92.28020164,7.51352764,7.798,6.746,29166
90.79165764,7.62714289,8.511,6.869,28667
89.86543284,8.41547136,7.972,6.869,28353
98.22594981,7.33296586,4.485,4.486,31216
96.30416658,7.08571371,7.861,6.384,30541
97.50955346,7.9211145,8.687,6.819,30970
94.24351859,7.05257604,6.389,6.531,29839
95.07144155,7.71884295,6.721,6.791,30120
96.00951077,8.88501687,6.142,6.209,30448
98.69299577,7.57248238,6.444,6.446,31385
98.07297815,8.81796785,7.347,6.999,31155
100.24440064,9.89575245,4.374,4.642,31978
97.52332733,9.0297169,6.698,6.598,30977
97.07838835,10.30390033,7.664,6.286,30804
98.82331823,9.98833602,7.9,6.069,31448
99.40372408,10.85329723,8.15,6.539,31662
97.78984205,11.25138144,6.005,6.123,31066
97.9512484,11.54441004,5.431,5.234,31119
98.09697549,11.67351922,7.428,6.174,31168
92.1959591,8.66942858,6.467,6.519,29138
94.66813972,9.04718384,7.308,6.322,29982
94.27759134,9.94238992,5.514,5.4,29850
93.98536592,10.28172298,8.442,6.967,29752
91.78915994,9.16598155,7.456,6.991,29002
90.59582367,9.64729514,4.333,4.152,28614
93.24749168,10.28741436,6.487,6.56,29508
93.30209179,10.62714301,7.241,6.499,29525
91.89955083,10.45630858,8.177,6.823,29040
96.46802451,11.12588637,6.449,6.39,30602
96.42101921,11.22001189,8.328,6.908,
96.14083142,11.25649853,8.235,6.97,30492
97.25068224,11.01919461,6.911,6.605,30886
97.91408037,11.79227357,6.486,6.614,31107
95.21715236,11.7562195,6.395,6.516,30169
94.11091061,12.27216283,5.534,5.084,29800
94.77613295,12.746733,6.572,6.694,30025
93.93735022,12.5510665,5.468,5.466,29736
95.65163603,12.57023647,6.36,6.024,30318
95.4373589,12.86193593,7.891,6.777,30245
96.66336743,13.10116971,7.236,6.663,30665
94.85587263,13.43393689,7.454,6.938,30051
83.68065859,5.66087919,6.523,6.688,26166
84.50465859,7.5414176,5.775,5.842,26487
84.59056856,8.48731324,8.263,6.849,26518
84.33046224,8.95187351,5.885,6.068,26414
84.22662092,9.29067066,5.287,4.187,26366
89.11681667,9.50939515,5.908,5.956,28110
87.51115634,9.87120801,7.061,5.972,27549
88.5556249,10.58640367,7.973,6.279,27900
86.71722614,9.5223398,6.904,5.869,27280
87.19713719,11.99720599,6.794,6.907,27453
80.43150571,8.42855476,5.62,5.759,25041
83.70515583,9.48957657,4.181,4.367,26176
83.80331722,9.61326233,6.544,6.693,26212
83.7844872,9.93415437,3.306,3.509,26207
80.22176404,9.7246365,6.801,6.637,24971
83.80515554,10.24006305,5.765,5.652,26215
84.26825972,11.03499852,8.043,6.157,26386
82.21513681,12.55082796,7.431,6.808,25662
90.8532025,11.68106883,6.043,6.07,28686
88.63444166,11.76319855,6.609,6.576,27924
89.20604088,11.52105805,7.326,6.009,28139
90.07160044,12.61140454,6.74,6.775,28433
89.72177404,12.80828241,6.845,5.848,28302
92.86629508,13.63855922,6.059,6.038,29371
92.69732812,13.65946898,6.906,6.916,29310
93.05756015,13.68669918,7.204,6.869,
92.984985,14.20876552,4.231,4.413,29426
93.78529903,13.85109621,5.607,5.856,29678
94.38880615,14.05867581,6.521,6.563,29881
94.5233744,14.38286126,6.156,6.127,29931
95.01760267,14.65113037,7.729,5.847,30099
91.89302608,14.76847246,4.199,4.371,29038
91.24264513,14.38843441,7.298,6.783,28813
93.68038588,16.03711696,7.853,6.759,29637
91.66866433,15.54210654,7.787,6.844,28954
93.01366765,16.13040337,4.768,4.923,29434
87.00864241,12.41840272,6.556,6.652,27390
87.38721365,12.65132162,4.798,4.865,27511
86.25536453,12.88833451,6.734,6.489,27116
86.92878125,13.89960445,5.066,5.243,27364
,,7.398,6.674,28066
88.72994888,14.21982559,7.954,6.754,27961
89.37474384,14.06041308,9.049,6.882,
88.09288446,14.17178614,5.521,5.577,27743
87.71415125,14.04805551,7.959,6.717,27618
87.62045599,14.30561135,6.805,5.654,27581
87.70276949,14.44335422,6.902,6.971,27614
85.74197985,14.17849762,8.17,6.843,26930
86.80480187,14.4883167,5.808,5.73,27316
86.6895696,15.82249619,5.896,5.981,27265
90.10116405,16.29896254,8.586,6.709,28447
91.7326432,16.36671538,8.022,6.689,28978
101.36057309,9.76573528,7.041,6.686,32376
100.32174967,11.00320019,8.383,6.376,32012
99.39125192,12.18055287,7.713,6.91,31660
99.94881616,12.98276629,6.06,5.986,31876
101.47582317,12.69355736,6.853,6.504,32404
101.32235246,12.89558957,3.853,3.377,32362
100.9970525,13.22800619,5.978,4.618,32249
103.66098164,13.17782101,5.058,4.751,33202
105.09936786,15.28807593,8.411,6.835,33730
105.5728895,15.3360081,7.243,5.899,33914
102.60624253,13.41317543,7.426,5.826,32814
105.0753276,15.5352644,6.678,6.829,33718
103.66573189,15.83794651,7.736,6.658,33205
98.40067936,14.15516669,6.978,5.677,31277
100.46092372,14.2166816,6.857,6.795,32055
96.42529498,14.09269062,7.61,6.946,30586
96.36739206,14.72199742,9.581,6.587,30564
96.81573924,14.88922658,6.7,6.598,30722
97.90597662,15.90349758,6.677,6.406,31105
98.72366314,16.20578585,7.72,6.695,31396
102.4576466,16.20288645,5.694,5.82,32753
101.70556619,16.77244923,7.336,6.856,32488
100.34142043,16.39765125,6.244,6.268,32020
99.00886736,16.7970237,7.244,6.77,31525
101.84771866,18.19343105,6.449,6.378,32539
100.60136359,17.64530612,5.299,5.225,32104
107.09183249,15.93067642,6.787,5.591,34440
108.34280995,16.15896481,7.132,5.261,34909
107.94520289,16.97633974,8.371,6.662,34763
105.06593209,16.07899524,7.91,5.893,33715
105.63869809,16.67444649,8.023,6.05,33937
105.60638732,17.75552076,8.006,6.175,33929
110.76919087,18.27341048,7.279,6.817,35803
110.48692306,20.44365905,7.128,5.266,35699
104.06885961,17.73713546,8.123,6.878,33358
103.58884089,21.16132841,7.934,6.657,33179
103.73646311,21.57137301,6.936,6.968,33239
107.5278311,21.2469855,7.53,6.518,34608
106.02721351,20.57029288,5.099,4.05,34088
106.32653913,22.63745769,5.965,5.999,34182
106.82052381,24.16843662,8.901,6.942,34351
96.65721188,15.52369024,6.86,6.922,30663
96.21987965,16.05712827,7.687,6.459,30517
94.91738514,16.01325063,7.275,6.679,30067
97.11689109,16.23838756,7.359,6.333,30815
97.7916327,16.93863443,7.636,6.301,
93.8547028,16.1431797,5.185,5.309,29704
94.75767861,17.3252621,6.151,6.248,30019
94.09914078,17.18160988,8.461,6.561,29798
95.35801301,17.76349388,7.672,6.411,30218
98.07427684,17.77961494,7.332,6.876,31156
98.0772699,17.78434377,6.892,6.305,31158
96.54271559,18.75689379,8.04,6.915,30630
97.24078288,20.2121344,3.975,4.102,30883
96.98613093,20.49632002,6.269,6.206,30769
92.75738006,18.1304635,8.119,6.492,29326
93.61913632,17.90630057,6.214,5.942,29616
93.92228803,18.29748375,8.706,6.784,29731
93.38855248,18.68034399,6.449,6.559,29545
93.71198415,19.15644872,5.708,5.245,29650
90.86402655,19.69055971,4.997,5.113,28691
90.97994038,20.13844671,4.893,4.662,28716
93.0055849,19.79054373,5.677,5.739,29433
92.84658971,20.90541452,7.0,6.86,29367
96.94400785,20.78951824,8.164,6.646,30757
96.42803562,21.64502487,7.709,6.622,30588
97.59111117,22.5449152,7.004,6.986,31000
,,5.451,3.519,29655
,,7.364,6.154,29655
,,5.005,3.064,30343
96.38724521,23.32716833,6.08,6.04,30570
96.38579761,23.44214454,8.048,6.756,30569
94.83040274,23.46940622,7.205,6.934,30046
94.7267775,23.60328561,7.701,6.665,30003
102.88768972,21.7611431,5.27,5.259,32921
101.94798165,21.69153775,8.922,6.991,32571
99.77208884,22.03088227,7.405,6.196,31813
101.23478183,22.83737795,6.983,6.771,32333
102.28576652,23.20193056,6.803,6.791,32688
101.54321287,23.37122393,7.547,6.594,32431
102.99994618,23.60171859,7.606,5.844,32968
103.67843892,24.24555732,7.532,6.91,33212
105.60325314,24.21544539,6.383,5.287,33927
104.24908316,24.64279954,8.018,6.934,33419
102.43019429,25.48436422,8.866,6.993,32743
103.82777894,25.37569676,6.472,5.816,33277
104.86638478,25.91416723,6.253,6.378,33650
104.69754168,26.08107898,6.81,6.259,33595
102.99249413,25.66299952,6.939,6.766,32964
99.17646524,23.0980439,6.854,6.975,31595
99.46860652,23.6044499,7.764,6.765,31696
99.88118212,24.60016699,7.044,6.479,31850
99.57876125,24.45042137,7.057,6.767,31730
99.36370045,24.59085452,6.577,6.495,31650
96.18227925,25.04871772,7.879,6.478,30501
100.98302446,25.13112434,4.83,3.138,32246
102.29246435,27.19037868,6.824,6.685,32689
99.88801384,28.26315632,6.075,6.205,31852
101.39622947,27.67324256,8.46,6.839,32389
100.33707489,28.19663882,7.827,6.549,32019
101.18941496,28.97093133,7.332,5.584,32311
79.01722419,11.34135299,5.501,5.512,24555
82.14489349,13.6789853,6.544,6.362,25638
83.47618473,14.30557714,5.435,5.573,26093
82.89886795,14.92890564,6.621,6.675,25886
82.60901735,15.36045512,6.067,5.948,25790
81.80789401,15.257627,6.277,6.192,25502
81.94003405,15.87404774,5.529,5.516,25555
82.03850684,16.43901705,7.652,6.925,25589
81.52384244,16.70015824,6.124,6.216,25410
77.54336395,13.54837501,7.134,6.726,24059
77.42483871,15.59723483,5.187,4.85,24010
75.14081443,14.38381847,7.556,6.821,23286
74.74754641,14.5432379,6.112,6.063,23161
73.95897977,15.04027649,5.685,5.764,22913
76.17418575,14.8590303,6.954,6.793,23621
76.14228976,15.40410506,4.598,4.652,23607
74.93467985,15.91673069,7.292,6.799,23214
77.92318236,16.04567266,7.197,5.348,24197
80.90710752,16.69929955,6.27,6.115,25216
85.32381687,16.53414321,4.679,4.816,26777
84.26556936,17.04032794,5.802,5.555,26382
82.00671097,17.23913259,7.904,5.957,25583
83.06070433,17.05606409,6.45,6.443,25950
83.05892116,17.05812505,6.034,6.055,25950
83.38179718,18.54023466,5.632,5.659,26064
86.85914986,17.72914255,5.822,5.493,27338
87.76927544,18.55130127,8.481,6.884,27642
88.09752324,19.86784642,6.629,6.047,27747
88.73619145,19.74961163,5.712,5.871,27965
88.32926148,20.29910705,6.622,6.684,27829
88.59573271,20.27619413,5.103,4.462,27913
86.29800325,18.70436558,8.746,6.825,27129
85.72363753,18.98036008,6.641,6.648,26925
87.09320537,20.86947509,5.944,6.011,27421
81.10609841,17.38353466,5.63,5.06,25278
81.79205763,17.96221804,5.28,5.388,25499
82.91328338,18.24410971,8.855,6.946,25893
82.3297557,18.36569898,6.894,6.767,25702
83.05313167,18.59423706,7.083,4.639,25945
80.07622977,19.57822798,6.607,6.65,24906
80.23589504,19.81435115,7.786,6.342,24977
79.81121428,20.13459072,7.42,6.222,24820
81.29323028,20.58372416,7.032,6.786,25337
83.41182261,20.47421735,6.144,6.183,26072
,,2.759,2.931,26451
84.86295767,21.76293019,6.509,6.428,26616
85.51660489,22.66032851,7.908,6.48,26853
85.83126319,23.20437262,6.128,6.208,26964
81.90869034,21.9369655,4.682,4.844,25539
82.68061852,22.46225671,7.81,6.423,25806
85.47817161,23.32623322,6.465,6.55,26836
83.86303444,24.03959138,5.254,5.355,26248
72.43367253,15.90422367,8.147,6.27,22441
74.34308422,17.15368576,7.197,5.639,23043
72.84358959,18.83986323,5.344,5.115,22565
76.86252944,18.64505359,5.699,4.986,23835
77.21013367,19.85985888,7.622,6.604,23949
73.74317316,19.48538598,6.695,6.39,22850
76.95166816,20.41837464,5.428,5.304,23871
76.08995978,21.27792929,7.945,6.342,23589
75.77394436,21.58996112,4.825,4.633,23497
69.31157283,18.54303558,7.5,6.587,21517
71.57012345,18.73468863,7.558,6.118,22176
68.92733895,19.88179859,7.253,6.419,21408
69.56596379,20.68471913,5.831,5.84,21604
73.39208917,23.31566321,7.873,6.665,22743
79.3797973,20.13184263,7.342,6.819,24663
79.81917315,22.09649646,6.138,5.053,24822
76.98098409,21.70482151,6.032,5.853,23883
78.86523291,22.28485885,6.359,6.279,24512
79.38239311,24.00967489,8.252,6.983,24665
83.76486838,24.29077081,8.179,6.94,26201
83.37815647,24.6288085,7.044,6.962,26062
82.31874762,25.15021319,5.754,5.825,25695
76.40716035,23.06104432,6.829,6.742,23699
77.02759411,24.26517156,5.534,5.506,23900
74.45269454,23.94855442,7.21,5.928,23068
74.06490514,24.59221687,6.731,6.366,22949
74.53913905,25.05040554,5.813,5.787,23088
76.47255296,26.42993596,6.723,6.619,23712
75.43448707,26.67113495,7.372,6.85,23395
78.0896186,26.45461307,8.079,6.909,24252
80.24722582,27.95725642,6.386,6.348,24984
77.43789488,28.03047402,6.339,6.036,24019
79.31445087,28.90500601,7.589,6.851,24642
90.77909034,20.58627949,8.1,6.981,28659
89.91507187,21.6042237,6.822,6.87,28374
92.38515501,22.19026245,8.085,6.107,29196
90.42343765,22.40100561,6.272,6.344,28561
,,5.208,4.261,28734
93.07957616,22.90851172,9.232,6.603,29450
92.62472655,22.99787569,6.776,6.864,29288
92.43326683,23.11347354,5.973,5.797,29225
92.8846055,24.42025236,7.262,5.95,29379
94.24460559,23.74091124,6.736,6.327,29840
94.07935586,23.97002863,7.214,6.176,29789
91.70274526,23.63860402,8.466,6.803,28969
89.23382707,24.249692,6.434,6.07,28154
87.25399547,24.56749571,6.174,4.987,27468
86.98388718,24.68683139,8.768,6.949,27378
85.91274085,25.43953722,6.813,6.816,26998
86.89443735,25.56862043,8.001,6.606,27353
89.72040846,25.77700246,7.87,6.742,28301
89.49856803,25.95391053,4.703,4.806,28237
90.891363,26.52913344,7.015,6.982,28697
90.0251626,27.27218671,7.932,6.732,28417
88.33186065,27.61226179,4.54,4.55,27830
90.25188972,27.57236377,6.3,6.067,28500
90.02054541,28.12573786,8.822,6.87,28416
89.1407004,28.94226596,6.678,6.372,28117
97.23492516,26.96745627,7.199,6.636,30880
94.58661425,27.21014857,8.088,6.776,29955
95.29966029,29.54080765,6.455,6.409,30200
98.80025756,28.02231013,5.249,5.258,31434
97.59170547,28.21211016,7.035,6.867,31001
99.59586441,28.98434976,5.77,5.746,31737
96.21979853,29.70706016,6.621,6.687,30518
97.1420334,30.49303533,6.629,5.767,30827
98.11326649,32.45490162,6.05,5.853,31173
93.84453493,29.49807515,5.613,4.434,29696
94.65737784,29.78140714,6.876,6.859,29975
94.08580216,30.1024822,6.857,6.901,29790
91.59352004,29.51242216,8.222,6.237,28930
96.89800843,32.56294691,8.103,6.59,30741
93.08384855,32.69338119,7.948,5.972,29451
93.5020914,33.24427225,8.812,6.8,29581
84.93416784,25.89709329,4.977,5.142,26640
84.12574775,25.9401722,7.045,6.559,26332
84.73904913,26.61807145,7.692,6.557,26571
84.28694582,26.92433735,6.507,6.544,26396
84.28694582,26.92433735,6.464,6.551,26396
83.98124282,27.6623472,8.297,6.434,26291
84.82630321,29.2152121,6.154,6.002,26606
87.74212208,27.96786389,6.807,5.689,27629
85.84507842,29.2002325,8.01,6.735,26969
85.33740635,29.48741679,6.27,6.376,26781
86.37331503,31.3248219,7.941,6.629,27164
80.84529534,28.93676112,6.376,6.435,25192
82.41938891,29.18645709,6.734,6.243,25730
81.78446783,30.2086,5.901,5.739,25492
80.30286775,29.5698867,5.74,5.666,25001
81.16050009,31.14315203,5.969,5.929,25291
81.16009965,31.22391572,7.932,6.433,25290
84.65869566,30.49242391,5.93,5.458,26536
85.14961765,31.35819778,6.079,6.031,26712
85.17520651,31.92060796,8.976,6.477,26718
85.24093211,32.89598703,7.31,6.794,26744
85.74272783,33.314549,7.455,6.976,26931
86.27801382,33.62627162,7.288,6.837,27123
83.18197424,32.19202649,5.049,4.763,25984
83.31473036,32.2893466,6.56,6.608,26034
83.42963093,32.74892847,8.567,6.719,26077
83.36417758,32.80118437,6.611,6.489,26054
84.44086033,33.55916781,8.038,6.502,26463
90.29184369,31.03451567,6.3,6.188,28517
90.72988995,32.63569214,6.737,6.265,28644
90.65678784,32.59142261,7.294,6.837,28626
91.39125079,33.59904836,6.12,6.201,28861
88.74579124,31.70149665,6.069,5.917,27973
87.85728786,32.12469197,8.559,6.498,27661
90.06008336,33.1369308,7.058,6.867,28429
90.10212461,34.50792698,7.97,6.866,28448
94.39058762,35.14919498,7.181,6.732,29882
94.72443164,35.2079472,7.838,6.718,30002
93.91253852,36.14868862,7.324,6.892,29725
91.53556617,35.38774242,6.829,6.186,28908
93.37705153,37.15912354,6.763,6.769,29541
88.16705483,33.91746758,8.099,6.23,27778
86.98466193,35.15928056,7.501,6.672,27380
85.48630593,35.63133255,6.879,6.834,26838
88.36932402,37.33908181,7.4,6.91,27844
87.76016086,37.30556814,6.858,4.917,27639
,,2.552,2.602,28380
91.26075356,37.96426911,7.364,6.422,28820
91.64623756,38.48264248,5.641,5.376,28946
91.16558431,38.57511791,6.889,6.925,28787
87.87245959,39.14849516,5.415,4.087,27673
88.16527712,39.57470765,6.523,6.403,27777
179.58452202,-40.94727193,8.152,6.99,58388
181.65773189,-37.86010078,7.935,6.74,59055
178.97821876,-39.68951625,7.416,6.243,58177
178.60757775,-37.7489413,7.064,6.53,58057
182.64090232,-37.87034831,6.295,6.088,59353
184.44693951,-36.09397957,6.155,6.141,59950
181.48610507,-35.69392849,6.12,6.212,59008
182.51060634,-34.7047707,6.343,6.347,59307
183.30393324,-34.12526716,8.332,6.619,59588
183.40334545,-33.7929438,6.529,6.475,59622
182.08094793,-34.67493935,8.136,6.854,59192
175.86327987,-37.19015905,7.881,6.137,57165
178.32008339,-36.57735574,6.989,6.655,57960
178.36170427,-35.06664328,6.269,6.178,57971
176.77937581,-35.90686599,7.337,6.252,57497
178.22719726,-33.90809452,4.241,4.345,57936
181.52170059,-32.96128461,7.336,6.69,59021
179.26560237,-33.315462,6.133,6.181,58272
188.01828182,-32.53376422,6.68,6.484,61172
186.71537115,-32.83011809,5.572,5.559,60735
185.94928556,-30.33541805,8.556,6.578,60468
187.9105146,-30.98188902,8.085,6.847,61133
189.76442245,-30.42237474,7.436,6.002,61720
188.20861833,-30.04473175,7.841,6.87,61232
181.89707177,-31.4105567,7.345,6.786,59135
183.77666134,-29.23725522,7.881,6.612,59742
186.3267106,-27.74900145,7.755,6.227,60603
184.98031381,-26.7369271,8.726,6.788,60132
186.30847367,-25.98642855,7.316,6.893,60598
185.83994718,-24.84066862,7.139,5.786,60425
185.75040001,-24.87122036,8.194,6.945,60396
175.05329004,-34.74466153,4.594,4.674,56922
174.9876206,-33.44989922,8.326,6.979,56908
174.14560568,-33.57004701,7.232,6.014,56620
174.25506566,-32.98819091,6.818,6.368,56657
175.43311977,-32.4994051,7.141,5.374,57047
173.62286641,-32.83133644,6.962,6.049,56452
173.25048333,-31.857625,4.717,3.632,56343
177.92337263,-30.83480763,6.498,5.91,57841
176.81586521,-30.28650998,7.329,6.552,57507
175.28495025,-29.19630196,7.206,6.492,57001
173.22554548,-31.08722282,7.181,5.313,56332
173.06684887,-29.26330051,6.293,5.731,56280
173.06833955,-29.26101934,6.218,5.644,56280
172.40638394,-28.03058703,8.399,6.805,56076
173.0970121,-26.74680434,8.321,6.361,56293
178.91721861,-28.47710403,7.873,6.071,58158
177.65492685,-27.27793543,7.72,6.586,57749
179.72655594,-25.90885841,6.451,6.419,58436
,,4.391,4.054,59199
181.9126681,-23.97587409,7.452,6.781,59143
181.75558535,-23.76626485,7.531,6.994,59087
182.76600101,-23.60242334,5.509,5.452,59394
183.94452069,-23.35386692,7.328,6.855,59801
,,4.732,3.138,59316
177.1878447,-26.74977661,7.109,5.287,57613
178.6772489,-25.71388759,6.372,5.37,58082
178.87647549,-24.85764263,8.219,6.933,58148
175.49151318,-24.38579146,7.317,6.921,57072
174.75184326,-24.72109187,7.414,6.488,56830
180.17592945,-21.83750286,7.854,6.394,58574
191.31824486,-28.76603643,7.009,6.802,62232
191.00221112,-28.32395909,7.221,5.609,62131
192.10940669,-27.59738702,6.855,5.763,62500
192.99123553,-26.73828085,6.408,6.169,62788
190.30718025,-27.90818875,8.728,6.869,61908
189.42616681,-27.13888683,5.801,5.45,61621
194.12554512,-26.46029401,7.552,6.823,63159
191.97216442,-25.01534564,8.158,6.916,62447
191.97352544,-24.85166123,6.345,6.397,62448
194.54085396,-23.0551429,7.347,6.99,63286
194.38803918,-22.75350217,7.659,6.421,63243
,,3.766,2.721,61359
187.57268418,-23.69641597,7.825,5.812,61015
197.16399073,-23.10650482,8.129,6.812,64133
197.26361539,-23.11806651,6.266,5.05,64166
194.74056726,-21.54675473,8.323,6.772,63359
195.94202911,-20.58342448,6.86,6.252,63738
195.94202911,-20.58342448,7.14,6.514,63738
200.37403541,-19.48929129,6.331,6.224,65183
198.54539807,-19.93094761,6.403,5.418,64577
198.99488425,-19.94310164,6.52,5.333,64725
198.36180358,-18.82640804,6.835,6.782,64520
,,5.612,4.81,64924
193.6258576,-20.09802954,8.85,6.907,62996
197.42660356,-16.51519288,6.951,6.775,64218
198.01475876,-16.19860137,5.585,5.084,64407
185.04485705,-22.17571253,7.006,6.04,60157
,,5.076,5.173,60189
188.13670335,-21.21211676,7.819,6.515,61208
188.99497915,-20.5274781,6.584,6.225,61496
188.34269535,-19.79253076,6.61,6.291,61270
190.45580372,-19.75909408,6.471,6.059,61951
189.68588589,-18.25010393,6.343,6.019,61688
183.74826766,-20.84422498,7.153,5.924,59728
183.90232959,-20.5294777,8.341,6.967,59791
180.21316354,-19.6589841,5.026,5.233,58587
182.52411896,-17.53738448,7.171,6.673,59313
186.95602716,-16.63183918,7.384,6.391,60809
,,2.918,2.926,60965
,,2.458,2.532,59803
184.26388468,-16.69373349,6.181,6.056,59895
185.57707697,-15.55540813,8.145,6.672,60338
188.92818685,-16.82610011,7.125,6.738,61463
192.44032004,-15.8830501,8.599,6.804,62610
193.97184799,-15.32702524,6.166,6.172,63109
188.01761108,-16.19600226,4.728,4.338,61174
190.15018084,-14.09980572,8.561,6.984,61853
187.0075019,-14.45093608,8.733,6.965,60821
188.14999708,-13.8591063,6.164,5.77,61212
187.51992517,-13.39316733,7.098,6.488,60994
188.39274689,-12.83020357,6.649,5.677,61296
190.98306168,-13.14191958,7.328,6.99,62125
190.31759423,-13.01488181,6.362,5.875,61910
190.31646359,-13.01389683,6.338,5.893,61910
193.57774811,-11.64857065,6.078,5.986,62983
191.6285291,-11.81244398,7.733,6.948,62345
190.94872732,-12.01422354,8.359,6.768,62109
188.96980981,-12.06913335,7.007,6.639,61486
188.88832267,-12.02109089,7.87,6.779,61449
170.07870426,-28.33222955,8.109,6.793,55374
167.18332899,-28.08066766,5.507,5.43,54477
167.99100568,-26.80610824,7.597,6.531,54703
166.4898728,-27.2878552,5.638,5.703,54255
166.33294636,-27.29361407,5.351,4.956,54204
172.58611863,-25.79860189,7.93,6.691,56130
171.90684888,-25.86085228,8.082,6.862,55912
172.4108825,-24.4640334,5.866,5.818,56078
169.65219597,-24.34327732,8.234,6.816,55228
165.60188697,-26.83151161,6.567,6.24,53963
165.77100584,-25.5750366,7.028,6.736,54019
,,4.486,4.452,54682
168.14500288,-21.74934186,8.178,6.537,54749
168.82327926,-19.63753962,6.965,6.89,54960
174.24945765,-22.94808159,8.166,6.662,56654
172.94809447,-20.77647982,6.862,6.289,56245
176.09904681,-20.69576465,7.009,6.858,57253
175.51470461,-20.29416824,7.415,6.307,57079
176.84421493,-18.38068664,8.438,6.946,57522
176.19073974,-18.35068448,5.93,4.813,57283
171.64176111,-21.35649803,6.852,6.872,55830
171.50827532,-20.58228797,6.943,6.73,55802
170.84116339,-18.77997839,5.578,5.121,55598
,,4.302,4.091,55705
174.95972805,-16.62022711,8.273,6.373,56899
173.3117703,-16.28036907,6.756,6.112,56364
163.79821301,-20.66496453,7.845,6.566,53387
163.37305094,-20.13873046,5.8,5.287,53252
165.97587886,-19.6499514,6.887,6.668,54075
167.23760376,-19.41646816,6.953,6.921,54493
164.73632485,-19.60479431,8.233,6.972,53675
164.94360402,-18.29878471,5.483,4.195,53740
